Date,Time,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
8/26/2019,8:07:01,End Marine Mammal Watch,139,126,,80700,3423.5147N,12104.5116W,341,2.6,14.5,105,1014.15,12.57,314.35,15,350,1.086,18.49148,16.2935,15.88951,15.8894,4.5129895,4.25604,33.93457,33.5546,15.756,1508.482
8/26/2019,8:16:02,Depart Station,139,126,,81601,3423.4771N,12104.5572W,165,8.6,14.6,105,1014.32,10.95,327.15,4,107,1.103,18.51095,16.2945,15.90125,15.9018,4.5114854,4.25634,33.90586,33.5565,15.793,1508.606
8/26/2019,9:42:22,Start Marine Mammal Watch,140,127,,94221,3408.3185N,12101.5514W,173,10.9,14.3,106,1013.48,15.57,324.13,8,108,0.929,19.56617,17.2862,16.8855,16.8859,4.595657,4.32896,33.74532,33.362,16.848,1511.599
8/26/2019,10:16:12,Arrive Station,140,127,,101611,3402.3230N,12100.2909W,137,5.3,16.3,106,1013.03,18.48,344.6,14,229,0.925,19.38997,17.1295,16.76185,16.7614,4.5821285,4.31504,33.77636,33.3714,16.658,1511.062
8/26/2019,10:16:30,Net In Water,140,127,,101629,3402.3049N,12100.2693W,133,5.1,17.5,106,1012.83,19.71,330.56,14,212,0.927,19.38855,17.1275,16.76091,16.7609,4.582771,4.31486,33.78282,33.3715,16.655,1511.057
8/26/2019,10:27:38,Shoot Doors,140,127,,102737,3401.8193N,12059.7423W,138,4.8,15.4,104,1012.89,16.67,328.09,12,198,0.921,19.35158,17.0887,16.72319,16.7237,4.5797652,4.31291,33.78796,33.3867,16.63,1510.986
8/26/2019,10:30:57,Begin Fishing (EQ),140,127,,103057,3401.6061N,12059.4966W,137,5.3,16,104,1012.8,15.08,325.95,11,195,0.918,19.35866,17.0969,16.72727,16.7279,4.5811609,4.31504,33.79375,33.3984,16.628,1510.99
8/26/2019,11:15:48,Haul Back,140,127,,111547,3359.2223N,12056.7385W,144,4.4,15.2,102,1012.57,20.49,327.2,16,194,0.899,19.30884,17.0479,16.68754,16.6868,4.5693513,4.30368,33.73654,33.3407,16.577,1510.775
8/26/2019,11:20:42,Doors Up,140,127,,112042,3359.0072N,12056.5303W,143,3.3,15.3,103,1012.58,17.29,326.4,15,194,0.9,19.28463,17.0262,16.66361,16.6637,4.5669911,4.30225,33.73664,33.3463,16.548,1510.723
8/26/2019,11:45:09,Net on Deck,140,127,,114508,3358.0085N,12055.6921W,144,2.7,20,83,1012.56,19.65,340.47,17,217,0.897,19.20337,16.9494,16.58269,16.5826,4.5594747,4.29547,33.74031,33.3511,16.463,1510.459
8/26/2019,11:45:10,End Marine Mammal Watch,140,127,,114509,3358.0080N,12055.6916W,143,2.6,20.1,83,1012.56,18.54,342.35,16,230,0.897,19.20337,16.948,16.58269,16.5816,4.5594747,4.29542,33.74031,33.3518,16.466,1510.446
8/26/2019,11:49:07,Depart Station,140,127,,114907,3357.8641N,12055.5473W,147,2.9,21.2,80,1012.72,18.66,348.49,15,227,0.897,19.17271,16.9185,16.5533,16.551,4.5549653,4.29269,33.72781,33.3526,16.424,1510.331
8/26/2019,13:35:01,Resume Transect,,,17,133500,3404.7521N,12048.5148W,55,6.7,15.2,104,1012.72,3.96,221.32,2,290,0.973,19.58176,17.3127,16.93851,16.9371,4.6183109,4.35183,33.91906,33.5371,16.832,1511.748
8/26/2019,14:43:45,UCTD Deployed,,,,144344,3410.2440N,12037.0458W,67,7.1,,,1012.81,8.57,236.34,1,237,1.045,19.0084,16.7429,16.37818,16.3798,4.5606538,4.29866,33.90897,33.5509,16.319,1510.295
8/26/2019,16:15:10,UCTD Deployed,,,,161509,3417.9844N,12020.9127W,56,8.2,,,1012.81,11.85,255.99,8,260,0.986,19.93484,17.6222,17.22654,17.2283,4.6580428,4.386,33.95887,33.5744,17.23,1513.014
8/26/2019,17:43:00,UCTD Deployed,,,,174300,3425.7198N,12004.6685W,55,8.9,,,1012.81,6.45,259.1,4,322,1.003,21.55305,19.2193,18.96345,18.959,4.8141153,4.53953,33.92102,33.5623,18.485,1516.617
8/26/2019,18:01:44,End Transect,,,17,180144,3426.9908N,12001.9685W,117,5.6,,,1012.74,3.87,237.5,5,39,1.041,21.84204,19.5347,19.31822,19.3194,4.8508627,4.57319,33.983,33.5859,19.072,1518.346
8/26/2019,19:36:45,Start Transect,,,16,193644,3423.3383N,11944.7086W,239,8.3,,,1012.09,9.04,258.07,17,9,1.2,22.58658,20.2438,20.08282,20.0736,4.9329637,4.63973,34.04042,33.5622,19.353,1518.988
8/26/2019,19:57:52,UCTD Deployed,,,,195751,3421.6618N,11948.2926W,242,7.8,,,1011.95,10.38,258.1,18,12,1.081,21.78504,19.3712,19.44935,19.4533,4.8353882,4.55682,33.90615,33.5827,18.862,1517.717
8/26/2019,21:51:27,Break Transect,,,16,215126,3412.4518N,12007.6151W,235,8.1,,,1010.61,19.76,284.69,25,34,1.059,20.65862,18.3249,18.04323,18.0392,4.7255971,4.45221,33.92502,33.5593,17.607,1513.823
8/26/2019,21:53:52,UCTD Deployed,,,,215352,3412.1333N,12007.7295W,191,8.8,,,1010.97,17.07,282.48,19,61,1.068,20.51458,18.1945,17.9274,17.9239,4.7140002,4.44011,33.94678,33.5638,17.569,1513.564
8/26/2019,22:42:07,Start Transect,,,STARTING 15 MID LINE,224207,3403.9893N,12008.3047W,95,8.2,,,1011.55,12.19,273.69,3,188,1.131,19.32168,17.0641,16.84821,16.8487,4.5915754,4.3283,33.9099,33.5405,16.586,1511.027
8/27/2019,0:13:39,UCTD Deployed,,,,1338,3408.1347N,11951.7247W,63,8.2,,,1010.52,18.58,259.95,12,225,1.196,20.61667,18.282,17.98853,17.99,4.7216267,4.44481,33.92658,33.5319,17.907,1514.911
8/27/2019,1:49:22,UCTD Deployed,,,,14922,3416.2877N,11934.6410W,61,8,,,1009.9,8.07,248.12,1,272,1.118,22.20026,19.8238,19.50186,19.4976,4.8901904,4.60331,34.00978,33.6009,19.312,1519.156
8/27/2019,2:37:47,Break Transect,,,15,23746,3420.0174N,11926.9389W,346,4.1,,,1009.57,7.7,260.49,9,323,1.218,23.02209,20.6008,20.47431,20.4737,4.9646689,4.67296,33.94686,33.5475,20.12,1521.333
8/27/2019,2:40:49,Resume Transect,,,BACK TRACKING A BIT TO COLLECT LOST DATA ,24048,3419.9716N,11927.1434W,240,5.4,,,1009.56,8.16,273.89,13,22,1.217,22.98494,20.5674,20.46616,20.4693,4.9640224,4.66923,33.97062,33.5438,19.714,1519.987
8/27/2019,3:24:54,End Transect,,,15,32453,3416.1260N,11934.9257W,239,10.4,,,1009.42,10.76,252.96,21,6,1.133,22.50091,20.1939,19.9322,19.899,4.9297372,4.63871,34.08229,33.5937,19.33,1518.908
8/27/2019,3:39:13,Start Marine Mammal Watch,141,128,,33912,3417.6473N,11933.6051W,46,9.9,17.9,71,1009.82,10.2,232.43,1,259,1.176,23.2547,20.86,20.33418,20.278,5.0033654,4.70451,34.06351,33.596,17.715,1514.654
8/27/2019,4:07:13,Arrive Station,141,128,,40712,3419.4965N,11931.3850W,151,1.4,,,1010.12,5.74,237.26,6,66,1.176,23.06933,20.6462,20.40134,20.4008,4.9735878,4.67824,33.97878,33.5541,20.277,1521.655
8/27/2019,4:11:13,Net In Water,141,128,,41112,3419.3588N,11931.3728W,183,2.9,,,1010.07,7.41,245.93,9,41,1.173,23.09367,20.6648,20.41597,20.4171,4.9728378,4.67773,33.95423,33.5352,18.959,1517.005
8/27/2019,4:24:10,Shoot Doors,141,128,,42409,3418.6393N,11931.4809W,188,4.5,17.9,96,1010.21,7.92,245.09,11,40,1.179,23.06868,20.6942,20.41237,20.4267,4.9798253,4.67297,34.02712,33.4738,18.762,1516.535
8/27/2019,4:28:30,Begin Fishing (EQ),141,128,,42829,3418.2937N,11931.5300W,185,4.3,18,96,1010.16,6.42,253.24,10,48,1.189,23.32195,20.8739,20.61286,20.6133,4.9975602,4.70061,33.96731,33.5538,18.703,1517.354
8/27/2019,5:16:29,Haul Back,141,128,,51628,3414.8572N,11932.0350W,188,2.8,17.6,96,1010.43,10.24,244.98,12,48,1.218,23.12805,20.71,20.45793,20.4547,4.9848782,4.68854,34.01993,33.5864,20.255,1521.627
8/27/2019,5:23:21,Doors Up,141,128,,52320,3414.4995N,11932.1712W,211,3.6,17.5,97,1010.38,10.32,263.27,14,31,1.182,22.92549,20.5407,20.28165,20.2811,4.9764937,4.67347,34.1126,33.5992,20.146,1521.285
8/27/2019,6:09:20,Net on Deck,141,128,,60919,3413.5234N,11933.8968W,296,3.4,17,97,1010.44,10.03,234.78,12,314,1.157,22.38924,19.9867,19.70921,19.7086,4.9067381,4.61458,33.99089,33.5627,19.603,1519.806
8/27/2019,6:09:21,End Marine Mammal Watch,141,128,,60920,3413.5237N,11933.8979W,295,3.4,17,98,1010.44,10.03,233.9,12,312,1.157,22.38924,19.9855,19.70921,19.7081,4.9067381,4.6146,33.99089,33.5638,19.603,1519.787
8/27/2019,6:09:26,Depart Station,141,128,,60925,3413.5259N,11933.9030W,297,3.5,17,98,1010.49,8.66,219.2,12,317,1.157,22.38858,19.9834,19.70762,19.7073,4.9059887,4.61455,33.98558,33.5651,19.606,1519.804
8/27/2019,7:03:18,Start Marine Mammal Watch,142,129,,70317,3418.1241N,11941.1922W,308,10.6,16.6,98,1010.51,11.4,200.32,13,305,1.139,21.82079,19.4237,19.15381,19.1521,4.8484965,4.56239,33.98112,33.5863,19.044,1518.245
8/27/2019,7:38:42,Arrive Station,142,129,,73841,3421.8295N,11946.5619W,259,4.8,17.1,99,1010.47,4.35,90.19,1,311,1.232,23.15902,20.7052,20.40114,20.4008,4.9845523,4.68591,33.99351,33.5691,17.864,1514.619
8/27/2019,7:39:28,Net In Water,142,129,,73927,3421.8146N,11946.6363W,256,5,17,99,1010.47,3.46,94.38,2,329,1.238,23.14557,20.6933,20.4016,20.4013,4.9864874,4.68446,34.01872,33.5669,17.907,1515.014
8/27/2019,7:50:47,Shoot Doors,142,129,,75046,3421.6882N,11947.4007W,256,4.6,17.2,99,1010.51,5.57,95.87,2,290,1.25,23.03156,20.5931,20.31136,20.3107,4.9731592,4.67492,34.0047,33.5694,19.198,1519.493
8/27/2019,7:54:02,Begin Fishing (EQ),142,129,,75401,3421.6197N,11947.7193W,258,4.8,17.2,99,1010.51,4.8,78,0,252,1.253,23.01737,20.5759,20.30109,20.3006,4.9687546,4.67292,33.98187,33.5668,19.926,1520.609
8/27/2019,8:39:04,Haul Back,142,129,,83903,3420.6968N,11951.2584W,249,4.2,17.1,100,1010.3,4.26,82.55,1,272,1.154,21.64403,19.2654,18.9879,18.9874,4.8274402,4.54201,33.9545,33.5456,18.845,1517.714
8/27/2019,9:22:01,Net on Deck,142,129,,92200,3419.9762N,11953.4000W,248,3.6,17.2,100,1010.12,5.94,44.58,3,130,1.148,21.14575,18.7939,18.51796,18.5166,4.7746889,4.49625,33.93031,33.5467,18.338,1516.209
8/27/2019,9:22:02,End Marine Mammal Watch,142,129,,92201,3419.9758N,11953.4012W,248,3.6,17.2,100,1010.12,5.89,43.7,3,128,1.148,21.14647,18.7937,18.51643,18.5159,4.7749032,4.4963,33.93144,33.5473,18.345,1516.254
8/27/2019,9:30:36,Depart Station,142,129,,93035,3419.4936N,11954.3544W,235,9.6,17.2,100,1010.08,8.34,37.49,3,59,1.156,21.09235,18.7486,4.7747981,4.49128,33.97359,33.542,18.49538,18.5009,18.293,1516.092
8/27/2019,9:58:07,Start Marine Mammal Watch,143,130,,95806,3416.4305N,11959.4819W,235,11.6,16.3,99,1009.96,9.09,262.71,20,11,1.144,20.98332,18.6406,18.38109,18.3811,4.7579326,4.48141,33.92558,33.5472,18.225,1515.865
8/27/2019,10:29:11,Arrive Station,143,130,,102911,3413.0696N,12005.0982W,235,10.6,15,103,1009.86,11.35,268.12,21,18,1.101,21.17976,18.8195,18.52146,18.5202,4.7837128,4.5002,33.97519,33.559,18.298,1516.327
8/27/2019,10:34:19,Net In Water,143,130,,103419,3412.8340N,12005.7711W,262,4.7,14.8,103,1009.99,11.5,281.81,16,8,1.109,21.11249,18.7484,18.46177,18.4597,4.7745798,4.49429,33.95584,33.5673,18.33,1516.219
8/27/2019,10:44:14,Shoot Doors,143,130,,104413,3412.7366N,12006.6035W,262,4.8,14.5,103,1009.95,12.33,270.01,18,5,1.112,21.02572,18.6637,18.37211,18.3713,4.7679192,4.48554,33.97167,33.563,18.214,1515.876
8/27/2019,10:47:46,Begin Fishing (EQ),143,130,,104745,3412.6934N,12006.9891W,262,5.5,14.6,104,1009.97,11.6,275.55,17,6,1.109,20.86714,18.5241,18.2306,18.2279,4.7505206,4.47122,33.95876,33.5566,18.071,1515.422
8/27/2019,11:32:45,Haul Back,143,130,,113245,3412.2071N,12011.0730W,261,4.7,14.5,104,1009.85,11.75,290.79,16,17,1.102,20.06806,17.739,17.45413,17.4535,4.6682467,4.39478,33.93458,33.553,17.304,1513.164
8/27/2019,12:10:42,Net on Deck,143,130,,121041,3412.4080N,12013.4184W,289,3.1,14.1,104,1009.86,15.91,282.46,19,347,1.138,19.52072,17.2082,16.91859,16.9172,4.6124058,4.34175,33.91999,33.5369,16.772,1511.596
8/27/2019,12:10:42,End Marine Mammal Watch,143,130,,121042,3412.4084N,12013.4195W,291,3.3,14.1,105,1009.86,15.92,282.31,18,346,1.139,19.52072,17.208,16.91859,16.9176,4.6124058,4.34153,33.91999,33.5352,16.772,1511.574
8/27/2019,12:10:50,Depart Station,143,130,,121049,3412.4107N,12013.4262W,291,3.2,14.1,104,1009.82,15.83,281.87,18,348,1.136,19.52072,17.2074,16.91663,16.9162,4.612191,4.34162,33.91822,33.5364,16.762,1511.538
8/27/2019,13:36:01,Resume Transect,,,16,133600,3412.4260N,12007.5947W,244,6.9,14.7,102,1010.4,11.55,270.11,18,18,1.108,20.86848,18.4965,18.19544,18.1939,4.7093799,4.46791,33.62823,33.5513,17.805,1514.173
8/27/2019,16:52:45,UCTD Deployed,,,,165245,3357.2100N,12037.6694W,243,8.7,,,1011.74,12.78,320.01,17,53,1.277,19.75039,17.4108,17.09977,17.1006,4.6324871,4.3602,33.89887,33.5279,17.042,1512.392
8/27/2019,18:12:31,End Transect,,,16,181230,3350.3416N,12051.9659W,242,10.1,,,1012.16,13.72,317.75,18,36,1.183,19.26115,16.9686,16.65131,16.6364,4.5792299,4.31256,33.857,33.4835,16.25,1509.752
8/27/2019,19:08:08,Start Transect,,,15,190807,3340.9330N,12047.2652W,58,8.6,,,1012.32,9.09,277.72,3,336,1.151,18.69368,16.453,16.12598,16.1255,4.5316681,4.2681,33.92494,33.5266,15.937,1509.01
8/27/2019,19:57:41,UCTD Deployed,,,,195740,3345.1035N,12038.6932W,58,8.2,,,1011.95,7.83,246.65,0,229,1.124,18.71165,16.4681,16.14848,16.1478,4.5304885,4.26943,33.90028,33.5255,15.963,1508.992
8/27/2019,21:35:38,UCTD Deployed,,,,213537,3353.2506N,12021.7374W,57,8.3,,,1011.4,8.12,279.84,4,213,1.266,19.50227,17.2343,16.89204,16.8901,4.6082179,4.33952,33.90047,33.496,16.67,1511.198
8/27/2019,22:08:32,Break Transect,,,15,220831,3355.9021N,12016.1934W,63,10,,,1011.02,9.85,266.23,4,286,1.24,19.45044,17.1806,16.85117,16.8494,4.6022077,4.33367,33.893,33.49,16.557,1511.209
8/27/2019,22:49:20,Resume Transect,,,Resuming transect after losing data headeds off shore by San Miguel Island,224919,3359.0438N,12017.0613W,153,7.3,,,1010.71,12.59,281.43,10,102,1.266,18.16353,16.0519,15.75258,15.7513,4.4884103,4.22602,33.99838,33.4934,15.127,1506.364
8/28/2019,2:37:05,End Transect,,,15,23704,3340.9308N,12047.3720W,243,8.5,,,1010.61,11.87,310.9,16,43,1.203,19.10775,16.8493,16.52186,16.5226,4.5647343,4.30056,33.86175,33.4786,16.38,1510.309
8/28/2019,3:10:24,Arrive Station,144,,,31023,3341.6302N,12047.2674W,292,0.7,,,1010.98,15.24,314.24,15,15,1.182,19.06056,16.807,16.47135,16.471,4.558723,4.2965,33.85029,33.4785,16.32,1510.157
8/28/2019,3:10:25,CTD IN,144,,,31024,3341.6302N,12047.2676W,284,0.6,,,1010.98,14.48,314.15,15,12,1.181,19.06056,16.8077,16.47135,16.4711,4.558723,4.2965,33.85029,33.4779,16.32,1510.16
8/28/2019,3:35:39,CTD OUT,144,,,33538,3341.5017N,12047.4724W,242,0.9,16.8,100,1011.2,12.86,313.89,13,33,1.165,19.07774,16.8254,16.48719,16.4873,4.5615125,4.29854,33.85946,33.4809,16.343,1510.24
8/28/2019,3:39:23,Start Marine Mammal Watch,145,131,,33922,3341.5682N,12047.4426W,37,3.8,16.7,100,1011.26,3.46,250.53,2,302,1.161,19.06703,16.8213,16.47706,16.476,4.5604401,4.2987,33.85928,33.4857,16.204,1509.573
8/28/2019,3:44:57,Depart Station,144,,,34456,3342.0469N,12046.9564W,46,7.4,16.8,100,1011.2,6.4,222.72,2,263,1.16,19.06056,16.8044,16.46906,16.4688,4.4638276,4.29611,33.0626,33.4773,16.317,1510.148
8/28/2019,4:06:14,Arrive Station,145,131,,40613,3344.2628N,12044.8869W,35,8.9,16.7,99,1011.32,10.32,207.59,2,164,1.165,19.04199,16.7945,16.44785,16.4475,4.5649481,4.30013,33.91724,33.5206,16.301,1510.131
8/28/2019,4:12:49,Net In Water,145,131,,41248,3344.6712N,12044.3295W,144,2.7,16.7,98,1011.53,13.67,319.05,11,175,1.161,19.04486,16.7964,16.45505,16.4541,4.5643068,4.30134,33.90956,33.5295,16.295,1510.175
8/28/2019,4:24:52,Shoot Doors,145,131,,42451,3344.1827N,12043.9126W,150,4.2,16.6,100,1011.58,16.02,315.37,12,165,1.159,19.07843,16.8232,16.48439,16.4845,4.5647343,4.30328,33.88568,33.524,16.347,1510.296
8/28/2019,4:29:27,Begin Fishing (EQ),145,131,,42927,3343.8981N,12043.6994W,150,3.8,16.7,99,1011.69,17.51,309.94,14,163,1.156,19.09985,16.8422,16.50379,16.504,4.5673118,4.30542,33.88961,33.5268,16.358,1510.276
8/28/2019,5:19:51,Doors Up,145,131,,51951,3341.3348N,12041.7622W,141,1.7,16.6,99,1012.09,12.61,303.99,11,159,1.152,18.6225,16.3881,16.05886,16.0582,4.522007,4.26138,33.90243,33.5221,15.876,1509.644
8/28/2019,5:20:05,Haul Back,145,131,,52005,3341.3289N,12041.7576W,152,2,16.6,99,1011.95,14.73,304.12,13,161,1.146,18.61962,16.3871,16.05726,16.0569,4.5215774,4.26109,33.9012,33.5204,15.878,1509.588
8/28/2019,5:53:11,Net on Deck,145,131,,55310,3340.5187N,12040.8883W,137,2,16.6,100,1012.08,14.97,308.24,13,168,1.152,18.67715,16.4348,16.10005,16.1003,4.5272662,4.26694,33.90163,33.5317,15.949,1509.812
8/28/2019,5:53:12,End Marine Mammal Watch,145,131,,55311,3340.5184N,12040.8877W,131,2,16.6,100,1012.15,15,307.53,13,168,1.15,18.67715,16.4353,16.10005,16.1003,4.5272662,4.26699,33.90163,33.5317,15.947,1509.817
8/28/2019,5:57:38,Depart Station,145,131,,55737,3340.4064N,12040.7560W,119,2.6,17.4,102,1012.11,15.57,307,13,205,1.14,18.66707,16.4306,16.09553,16.0971,4.5275895,4.26643,33.91263,33.5307,15.937,1509.83
8/28/2019,6:30:26,Start Marine Mammal Watch,146,132,,63025,3343.5309N,12035.6966W,54,11,16.7,100,1012,10.57,245.55,2,285,1.131,19.12916,16.8575,16.5062,16.5065,4.5719299,4.30766,33.90404,33.5335,16.402,1510.437
8/28/2019,7:10:48,Arrive Station,146,132,,71047,3347.5893N,12029.1444W,319,3.8,16.3,101,1012.21,12.39,301.02,16,355,1.328,19.60376,17.3184,16.97809,16.978,4.6187408,4.35012,33.90475,33.5177,16.867,1511.851
8/28/2019,7:11:40,Net In Water,146,132,,71139,3347.6317N,12029.1889W,318,4.2,16.2,101,1011.97,17.93,309.14,21,354,1.323,19.60445,17.3188,16.98166,16.9817,4.6183109,4.34986,33.90066,33.5151,16.866,1511.844
8/28/2019,7:22:31,Shoot Doors,146,132,,72231,3348.0527N,12029.6335W,316,4.1,16.3,101,1012.28,15.9,313.61,20,1,1.305,19.63139,17.3429,17.00755,17.0082,4.6216391,4.35438,33.90618,33.534,16.896,1511.952
8/28/2019,7:25:30,Begin Fishing (EQ),146,132,,72529,3348.2402N,12029.8308W,319,5,16.3,100,1012.12,15.01,315.53,20,0,1.267,19.5846,17.3081,16.96455,16.9631,4.6179885,4.35047,33.9141,33.5292,16.819,1511.718
8/28/2019,8:10:31,Haul Back,146,132,,81031,3350.4566N,12032.1811W,318,3.7,16.3,101,1012.29,14.33,309.7,18,355,1.332,19.64417,17.3571,17.02292,17.0233,4.6236819,4.35363,33.91261,33.5159,16.91,1512.051
8/28/2019,8:46:29,Net on Deck,146,132,,84628,3351.5296N,12033.0337W,332,1.9,16.1,102,1012.44,15.12,312.09,17,350,1.368,19.79422,17.4906,17.16481,17.1653,4.6377501,4.36496,33.90654,33.5028,17.047,1512.456
8/28/2019,8:46:31,End Marine Mammal Watch,146,132,,84631,3351.5311N,12033.0348W,331,1.8,16.1,102,1012.5,15.29,311.58,17,349,1.369,19.79422,17.492,17.16481,17.1651,4.6377501,4.36585,33.90654,33.5093,17.054,1512.48
8/28/2019,8:58:55,Depart Station,146,132,,85855,3351.8506N,12033.9069W,279,7.5,16,103,1012.17,12.35,313.68,19,21,1.341,19.83384,17.5257,17.19568,17.1922,4.6434389,4.36991,33.92109,33.5162,17.03,1512.331
8/28/2019,9:16:36,Start Marine Mammal Watch,147,133,,91635,3352.1693N,12036.5398W,278,7.8,16.3,101,1012,16.08,325.84,21,30,1.301,19.48309,17.1978,16.88321,16.8827,4.6070371,4.33873,33.90631,33.5195,16.729,1512.239
8/28/2019,9:50:38,Arrive Station,147,133,,95037,3353.2444N,12041.6549W,301,4.8,16.5,99,1012.22,11.23,308.42,16,5,1.204,18.94759,16.7104,16.37769,16.3758,4.5586161,4.29196,33.94179,33.5197,16.119,1509.897
8/28/2019,9:51:35,Net In Water,147,133,,95134,3353.2761N,12041.7179W,300,3.4,16.5,98,1012.31,13.7,304.23,16,2,1.205,18.87593,16.6416,16.30748,16.3052,4.5518533,4.2861,33.94412,33.526,16.047,1509.713
8/28/2019,10:04:19,Shoot Doors,147,133,,100419,3353.6808N,12042.3497W,306,4.1,16.5,98,1012.12,11,320.81,15,9,1.22,18.72599,16.4621,16.16509,16.1656,4.5295221,4.26596,33.88041,33.5002,16.016,1509.736
8/28/2019,10:07:05,Begin Fishing (EQ),147,133,,100704,3353.8160N,12042.5631W,308,4.7,16.5,98,1012.1,14.34,317.02,19,7,1.219,18.81213,16.5428,16.22865,16.2295,4.5382155,4.27569,33.8825,33.5178,16.102,1511.337
8/28/2019,10:52:16,Haul Back,147,133,,105215,3355.5072N,12045.2295W,305,3.8,16.5,100,1012.33,11.29,319.81,15,8,1.208,19.30101,17.016,16.69539,16.6959,4.5895353,4.32207,33.90985,33.5266,16.58,1513.177
8/28/2019,11:42:16,Net on Deck,147,133,,114216,3355.7465N,12047.1976W,278,1.8,16.3,101,1012.59,12.6,325.34,14,28,1.215,19.44047,17.1538,16.83395,16.8337,4.6023149,4.33563,33.90199,33.5293,16.705,1513.433
8/28/2019,11:42:18,End Marine Mammal Watch,147,133,,114217,3355.7465N,12047.1982W,275,1.8,16.3,101,1012.59,12.76,327.29,14,26,1.214,19.44047,17.1541,16.83395,16.8335,4.6023149,4.33563,33.90199,33.529,16.704,1513.433
8/28/2019,12:01:26,Depart Station,147,133,,120125,3355.8561N,12047.8883W,276,1.5,16.3,101,1012.52,12.09,331.35,13,31,1.204,19.30529,17.0281,16.70983,16.7097,4.5868528,4.32234,33.88417,33.5187,16.57,1513.021
8/28/2019,13:36:10,Resume Transect,,,,133610,3354.2921N,12043.6500W,50,6.5,16.2,99,1013.35,5.24,278.99,5,305,1.227,19.30598,17.0321,16.70232,16.7022,4.5887852,4.32355,33.8996,33.526,16.566,1511.666
8/28/2019,17:20:58,End Transect,,,,172057,3412.4535N,12007.5638W,63,10.4,,,1015.74,12.07,272.81,5,290,1.219,20.91513,18.5164,18.16767,18.175,4.7528804,4.47269,33.93942,33.5752,18.253,1516.483
8/28/2019,18:10:58,UCTD Deployed,,,,181057,3404.2865N,12008.1910W,269,7.4,,,1015.98,11.73,282.69,19,7,1.265,19.02915,16.8125,16.50355,16.5004,4.5646274,4.3019,33.92508,33.521,16.233,1510.671
8/28/2019,18:11:54,Start Transect,,,,181153,3404.2844N,12008.3321W,269,8.2,,,1015.87,12.09,285.18,20,8,1.265,19.01052,16.7568,16.48648,16.4851,4.5566817,4.29601,33.87417,33.5161,16.246,1510.737
8/28/2019,18:56:13,CB Flush,,,,185612,3404.0917N,12016.2218W,249,2.6,,,1015.99,10.07,294.9,12,40,1.225,19.03769,16.7589,16.45642,16.4612,4.5663456,4.29827,33.93239,33.5341,16.352,1510.515
8/28/2019,19:17:58,CB Flush,,,,191757,3401.0363N,12016.7920W,176,10,,,1016.02,11.09,329.2,5,97,1.29,18.37462,16.1136,15.89939,15.9,4.4939892,4.23459,33.87083,33.5171,15.661,1508.424
8/28/2019,19:35:47,CB Interm,,,,193546,3358.7325N,12016.9056W,145,8.5,,,1015.87,9.28,272.75,8,73,1.266,18.7382,16.4585,16.31928,16.32,4.5301651,4.26832,33.87578,33.5238,15.95,1509.37
8/28/2019,20:47:34,Start Transect,,,14,204733,3348.1682N,12008.5573W,60,8.9,,,1016.05,8.59,246.23,1,292,1.266,21.35283,18.9713,18.67774,18.6797,4.7951021,4.51051,33.92858,33.5219,18.576,1517.379
8/28/2019,21:17:16,UCTD Deployed,,,,211715,3350.6575N,12003.4406W,58,8.5,,,1015.91,8.67,252.32,2,256,1.247,21.2352,18.8886,18.60669,18.6084,4.7839273,4.50306,33.93293,33.5268,18.482,1516.848
8/29/2019,1:46:18,UCTD Deployed,,,,14617,3408.4787N,11927.2462W,60,7.6,,,1013.54,10.92,278.64,7,275,1.34,22.99913,20.58,20.28151,20.2725,4.964883,4.66748,33.96625,33.5198,19.934,1520.579
8/29/2019,3:04:33,End Transect,,,14,30433,3413.1741N,11917.4861W,61,5.8,,,1013.41,6.6,256.72,2,252,1.318,21.61371,19.2639,19.29028,19.2823,4.8180935,4.53654,33.90463,33.5015,17.839,1515.037
8/29/2019,3:12:19,Start Marine Mammal Watch,148,134,,31219,3413.0575N,11918.4523W,252,9.9,,,1013.18,9.62,278.39,19,15,1.318,21.93265,19.5571,19.57859,19.5869,4.8300172,4.56602,33.74844,33.509,17.128,1511.72
8/29/2019,3:46:11,Net In Water,148,134,,34611,3411.0230N,11924.1813W,156,3.5,,,1013.67,8.24,278.61,7,111,1.334,23.27957,20.847,20.86185,20.8637,4.9971306,4.69948,33.99668,33.5659,19.532,1519.749
8/29/2019,3:58:24,Shoot Doors,148,134,,35823,3410.4818N,11923.7485W,143,4.2,,,1013.66,12.3,291.37,9,146,1.34,23.21767,20.8008,20.77322,20.774,4.9960567,4.69436,34.03624,33.5613,18.797,1517.629
