Frequency,R_Quad1,R_Quad2,R_Quad3,R_Quad4,X_Quad1,X_Quad2,X_Quad3,X_Quad4
165225.000,116.013,126.804,125.305,114.042,-161.747,-167.241,-169.650,-158.131
166000.000,109.325,118.674,117.307,107.224,-151.393,-156.308,-158.530,-147.740
166775.000,103.455,111.831,110.446,101.337,-141.764,-145.997,-148.160,-138.084
167550.000,98.432,105.763,104.577,96.321,-132.769,-136.494,-138.594,-129.125
168325.000,94.522,101.239,99.983,92.401,-125.563,-128.738,-130.754,-121.919
169100.000,90.580,96.644,95.362,88.530,-117.746,-120.489,-122.462,-114.138
169875.000,87.088,92.507,91.331,85.053,-110.492,-112.822,-114.663,-106.932
170650.000,83.938,88.875,87.651,81.929,-103.733,-105.620,-107.408,-100.209
171425.000,81.482,86.067,84.815,79.456,-98.129,-99.684,-101.408,-94.575
172200.000,78.902,83.162,81.908,76.921,-92.046,-93.265,-94.846,-88.552
172975.000,76.642,80.609,79.361,74.709,-86.281,-87.215,-88.711,-82.838
173750.000,74.613,78.326,77.110,72.736,-80.842,-81.477,-82.950,-77.419
174525.000,73.037,76.516,75.279,71.169,-76.341,-76.740,-78.198,-72.929
175300.000,71.391,74.638,73.448,69.522,-71.393,-71.650,-72.979,-68.068
176075.000,69.937,72.955,71.738,68.076,-66.718,-66.811,-68.072,-63.443
176850.000,68.599,71.459,70.210,66.743,-62.235,-62.160,-63.351,-58.996
177625.000,67.529,70.211,68.987,65.672,-58.446,-58.250,-59.405,-55.279
178400.000,66.454,68.954,67.704,64.604,-54.299,-53.971,-55.056,-51.163
179175.000,65.512,67.831,66.570,63.646,-50.332,-49.852,-50.871,-47.184
179950.000,64.678,66.873,65.593,62.832,-46.491,-45.861,-46.831,-43.376
180725.000,64.055,66.141,64.841,62.248,-43.266,-42.494,-43.403,-40.155
181500.000,63.464,65.420,64.086,61.642,-39.719,-38.818,-39.632,-36.627
182275.000,62.964,64.819,63.491,61.175,-36.303,-35.283,-36.035,-33.198
183050.000,62.581,64.338,62.974,60.769,-33.020,-31.880,-32.555,-29.948
183825.000,62.296,63.993,62.612,60.536,-30.253,-29.028,-29.626,-27.198
184600.000,62.061,63.665,62.261,60.296,-27.224,-25.889,-26.420,-24.182
185375.000,61.885,63.415,61.987,60.130,-24.324,-22.875,-23.312,-21.290
186150.000,61.772,63.213,61.796,60.021,-21.530,-19.972,-20.337,-18.506
186925.000,61.721,63.105,61.685,59.959,-19.162,-17.547,-17.804,-16.137
187700.000,61.707,63.011,61.598,59.951,-16.553,-14.835,-14.998,-13.532
188475.000,61.735,63.013,61.599,60.008,-14.042,-12.226,-12.311,-11.018
189250.000,61.827,63.050,61.669,60.104,-11.646,-9.737,-9.705,-8.597
190025.000,61.935,63.120,61.749,60.218,-9.600,-7.614,-7.505,-6.540
190800.000,62.097,63.248,61.898,60.403,-7.372,-5.292,-5.080,-4.277
191575.000,62.282,63.400,62.087,60.609,-5.214,-3.045,-2.750,-2.097
192350.000,62.527,63.590,62.328,60.861,-3.119,-0.888,-0.510,0.008
193125.000,62.726,63.781,62.545,61.104,-1.392,0.944,1.391,1.783
193900.000,62.993,64.024,62.842,61.412,0.560,2.967,3.501,3.754
194675.000,63.282,64.288,63.155,61.731,2.413,4.906,5.522,5.641
195450.000,63.564,64.567,63.481,62.070,4.222,6.797,7.471,7.475
196225.000,63.842,64.824,63.800,62.397,5.738,8.389,9.112,9.033
197000.000,64.155,65.152,64.178,62.761,7.438,10.151,10.951,10.746
197775.000,64.493,65.494,64.573,63.173,9.069,11.872,12.728,12.432
198550.000,64.852,65.857,64.992,63.605,10.647,13.518,14.434,14.051
199325.000,65.161,66.175,65.375,64.016,11.980,14.923,15.879,15.383
200100.000,65.526,66.564,65.816,64.480,13.450,16.463,17.467,16.865
200875.000,65.902,66.956,66.291,64.945,14.864,17.947,19.002,18.295
201650.000,66.263,67.349,66.757,65.417,16.225,19.358,20.460,19.655
202425.000,66.568,67.691,67.161,65.830,17.358,20.546,21.703,20.777
203200.000,66.916,68.074,67.625,66.300,18.607,21.848,23.044,22.014
203975.000,67.224,68.447,68.061,66.729,19.816,23.102,24.320,23.195
204750.000,67.514,68.765,68.475,67.136,20.979,24.302,25.525,24.297
205525.000,67.720,69.016,68.796,67.449,21.959,25.320,26.551,25.262
206300.000,67.923,69.260,69.119,67.739,23.079,26.460,27.699,26.282
207075.000,68.067,69.469,69.401,68.017,24.210,27.577,28.813,27.312
207850.000,68.194,69.630,69.620,68.235,25.344,28.710,29.933,28.335
208625.000,68.282,69.739,69.784,68.378,26.347,29.722,30.918,29.248
209400.000,68.364,69.851,69.925,68.528,27.533,30.895,32.073,30.322
210175.000,68.462,69.957,70.081,68.672,28.744,32.096,33.267,31.413
210950.000,68.591,70.080,70.228,68.831,29.959,33.318,34.460,32.537
211725.000,68.703,70.200,70.367,68.979,31.018,34.379,35.527,33.506
212500.000,68.850,70.343,70.525,69.164,32.213,35.585,36.744,34.610
213275.000,68.994,70.491,70.700,69.332,33.364,36.766,37.953,35.678
214050.000,69.109,70.620,70.861,69.482,34.504,37.929,39.148,36.733
214825.000,69.176,70.704,70.985,69.581,35.502,38.924,40.186,37.628
215600.000,69.205,70.752,71.102,69.647,36.621,40.057,41.355,38.645
216375.000,69.182,70.740,71.175,69.634,37.767,41.194,42.529,39.674
217150.000,69.095,70.664,71.200,69.573,38.949,42.367,43.721,40.739
217925.000,68.977,70.555,71.176,69.478,40.033,43.448,44.790,41.719
218700.000,68.835,70.389,71.109,69.331,41.355,44.743,46.064,42.897
219475.000,68.670,70.208,71.016,69.156,42.748,46.117,47.401,44.148
220250.000,68.530,70.026,70.896,68.977,44.207,47.568,48.795,45.473
221025.000,68.413,69.871,70.787,68.815,45.541,48.900,50.087,46.669
221800.000,68.299,69.710,70.677,68.637,47.116,50.488,51.617,48.118
222575.000,68.213,69.568,70.567,68.461,48.743,52.130,53.204,49.614
223350.000,68.144,69.430,70.460,68.293,50.397,53.821,54.853,51.169
224125.000,68.104,69.322,70.365,68.152,51.879,55.352,56.339,52.570
224900.000,68.065,69.219,70.263,67.985,53.609,57.140,58.085,54.209
225675.000,68.013,69.101,70.149,67.807,55.374,58.982,59.885,55.913
226450.000,67.974,68.984,70.020,67.628,57.178,60.877,61.748,57.669
227225.000,67.932,68.873,69.885,67.449,58.791,62.575,63.437,59.257
228000.000,67.843,68.734,69.705,67.221,60.671,64.579,65.461,61.142
228775.000,67.723,68.552,69.500,66.952,62.605,66.678,67.603,63.108
229550.000,67.555,68.319,69.276,66.645,64.622,68.882,69.880,65.186
230325.000,67.337,68.098,69.075,66.340,66.479,70.918,72.012,67.117
231100.000,67.024,67.836,68.890,65.959,68.731,73.426,74.613,69.492
231875.000,66.680,67.582,68.742,65.578,71.204,76.121,77.409,72.081
232650.000,66.333,67.398,68.730,65.241,73.893,79.032,80.368,74.880
233425.000,66.082,67.323,68.807,65.038,76.459,81.733,83.088,77.529
234200.000,65.906,67.355,69.029,64.931,79.617,84.976,86.313,80.718
234975.000,65.869,67.518,69.377,64.965,82.937,88.364,89.645,84.067
235750.000,66.001,67.818,69.833,65.157,86.445,91.868,93.044,87.569
236525.000,66.222,68.175,70.304,65.431,89.618,95.033,96.107,90.703
237300.000,66.603,68.684,70.923,65.867,93.358,98.757,99.709,94.423
238075.000,67.118,69.305,71.629,66.423,97.239,102.627,103.425,98.265
238850.000,67.752,70.032,72.404,67.102,101.257,106.613,107.296,102.213
239625.000,68.429,70.765,73.198,67.796,104.902,110.231,110.811,105.781
240400.000,69.313,71.709,74.191,68.682,109.199,114.505,114.948,109.996
241175.000,70.349,72.774,75.316,69.723,113.670,118.966,119.277,114.373
241950.000,71.522,73.976,76.557,70.896,118.317,123.592,123.760,118.920
242725.000,72.681,75.130,77.769,72.030,122.542,127.792,127.833,123.031
243500.000,74.159,76.626,79.268,73.468,127.552,132.793,132.682,127.930
244275.000,75.839,78.265,80.923,75.071,132.774,138.035,137.754,133.039
245050.000,77.755,80.165,82.780,76.876,138.260,143.497,143.010,138.422
245825.000,79.562,81.874,84.510,78.609,143.211,148.517,147.866,143.313
246600.000,81.898,84.170,86.755,80.829,149.204,154.538,153.717,149.127
247375.000,84.551,86.749,89.232,83.313,155.459,160.866,159.866,155.275
248150.000,87.561,89.655,91.995,86.108,162.005,167.515,166.325,161.730
248925.000,90.521,92.505,94.710,88.876,167.973,173.585,172.274,167.657
249700.000,94.342,96.193,98.187,92.446,175.069,180.845,179.392,174.709
250475.000,98.663,100.359,102.123,96.507,182.402,188.418,186.916,182.081
251250.000,103.536,105.089,106.595,101.107,189.962,196.289,194.788,189.744
252025.000,108.233,109.683,111.020,105.621,196.745,203.413,201.963,196.678
252800.000,114.126,115.512,116.654,111.369,204.667,211.768,210.492,204.783
253575.000,120.586,121.968,123.022,117.712,212.775,220.388,219.294,213.053
254350.000,127.600,129.065,130.153,124.675,221.096,229.258,228.372,221.524
255125.000,134.186,135.824,136.990,131.244,228.682,237.286,236.520,229.167
255900.000,142.356,144.216,145.562,139.390,237.688,246.807,246.101,238.209
256675.000,151.310,153.471,154.953,148.195,247.149,256.787,256.026,247.645
257450.000,161.189,163.683,165.265,157.932,257.140,267.281,266.366,257.677
258225.000,170.763,173.586,175.219,167.329,266.329,276.909,275.872,266.888
259000.000,182.981,186.225,187.778,179.316,277.354,288.527,287.304,277.979
259775.000,196.817,200.474,201.980,192.847,288.932,300.684,299.304,289.661
260550.000,212.548,216.734,218.095,208.253,301.046,313.333,311.940,301.892
261325.000,228.111,232.826,234.140,223.495,311.905,324.790,323.367,312.963
262100.000,248.325,253.762,254.942,243.320,324.616,338.176,336.663,325.986
262875.000,271.596,277.817,278.929,266.151,337.346,351.580,350.125,339.143
263650.000,298.269,305.510,306.712,292.367,349.806,364.765,363.144,352.061
264425.000,324.804,333.237,334.244,318.726,360.109,375.772,374.085,363.022
265200.000,359.551,369.311,370.520,353.261,370.616,386.938,385.017,374.308
265975.000,399.446,410.956,411.924,392.962,379.201,395.757,393.564,383.654
266750.000,445.142,458.515,459.169,438.482,384.200,401.250,398.743,389.833
267525.000,490.019,505.436,505.624,483.629,384.664,401.803,398.971,391.279
268300.000,547.543,565.386,564.758,541.409,378.579,395.307,392.485,386.621
269075.000,610.961,631.239,629.898,605.606,362.907,378.905,376.093,372.294
269850.000,679.182,701.993,699.455,674.675,334.206,349.180,346.750,345.450
270625.000,739.930,764.999,761.744,737.032,295.593,309.132,307.610,307.876
271400.000,806.595,834.081,830.110,805.810,234.482,245.409,245.227,247.489
272175.000,863.601,893.166,889.018,865.695,153.127,161.290,162.956,166.904
272950.000,903.197,934.352,930.547,908.249,54.711,59.401,62.967,67.943
273725.000,917.929,949.852,947.358,925.166,-40.750,-39.555,-34.438,-28.619
274500.000,909.070,940.629,940.392,918.034,-152.240,-154.932,-148.892,-142.230
275275.000,873.246,903.920,906.338,884.326,-256.817,-263.168,-257.105,-249.052
276050.000,815.847,845.436,849.591,827.738,-344.797,-355.341,-349.967,-341.165
276825.000,754.875,782.040,787.174,766.541,-406.022,-418.739,-414.309,-403.957
277600.000,679.647,703.802,709.632,690.068,-455.663,-471.032,-468.180,-456.718
278375.000,604.335,625.402,631.779,612.971,-486.724,-503.733,-502.644,-489.786
279150.000,533.483,551.738,557.736,540.659,-502.677,-520.520,-520.418,-506.676
279925.000,476.988,492.902,498.623,482.567,-506.888,-524.932,-525.960,-511.535
280700.000,419.486,432.889,437.971,423.655,-503.846,-521.818,-523.387,-508.778
281475.000,369.455,380.744,385.211,372.061,-495.102,-512.790,-514.857,-499.984
282250.000,326.230,335.618,339.687,327.848,-482.739,-499.778,-502.124,-487.436
283025.000,293.168,301.375,305.114,294.232,-469.904,-486.853,-488.976,-474.560
283800.000,261.058,267.502,270.993,261.005,-454.580,-470.288,-472.834,-458.757
284575.000,233.268,238.526,241.744,232.476,-438.694,-453.518,-456.089,-442.357
285350.000,209.317,213.496,216.615,208.041,-422.772,-436.757,-439.362,-426.031
286125.000,191.086,194.571,197.617,189.592,-409.156,-422.341,-425.006,-412.071
286900.000,172.906,175.664,178.500,170.943,-394.066,-406.355,-409.201,-396.262
287675.000,156.988,159.329,162.029,154.945,-379.483,-391.085,-393.921,-381.431
288450.000,143.025,145.101,147.816,141.159,-365.519,-376.225,-379.638,-367.082
289225.000,132.590,134.267,136.843,130.107,-353.799,-364.008,-367.419,-355.296
290000.000,121.810,123.266,125.522,119.464,-341.281,-351.083,-354.154,-342.339
